ID;LatePayment;Age;Education;Income;Prop_Income
893;0;34;1;65,1;4,01
894;0;41;1;33,9;4,01
895;0;46;1;63,3;4,01
896;0;25;2;15,9;4,02
897;0;32;1;27,4;4,03
898;1;37;1;21;4,04
899;0;43;1;35,2;4,04
900;0;53;3;115,7;4,04
901;0;32;1;25,2;4,05
902;0;49;2;56,3;4,05
903;0;30;2;19,2;4,06
904;0;35;2;35,2;4,06
905;0;36;2;47,8;4,07
906;0;41;2;56,5;4,07
907;0;28;2;29,4;4,08
908;0;43;1;106,8;4,08
909;0;24;1;21,5;4,09
910;0;30;1;28,4;4,09
911;0;49;2;64,9;4,09
912;0;22;2;20,3;4,1
913;1;35;2;64,3;4,1
914;0;38;1;98,9;4,1
915;0;38;2;60,1;4,1
916;0;41;1;88;4,1
917;0;29;2;34,5;4,11
918;0;32;1;33,5;4,11
919;0;30;1;59,1;4,12
920;0;32;1;28,7;4,12
921;0;33;1;26,8;4,12
922;0;43;1;81,8;4,13
923;0;32;2;21,9;4,14
924;0;36;1;36,3;4,14
925;0;42;1;48,2;4,14
926;0;25;1;21,4;4,15
927;1;32;1;20,9;4,15
928;0;38;1;32,7;4,16
929;0;31;1;31,2;4,17
930;0;28;2;42,2;4,18
931;1;38;2;37,4;4,18
932;0;31;1;31,8;4,19
933;0;32;2;36,8;4,19
934;0;32;2;40,9;4,19
935;0;37;2;25,5;4,19
936;0;41;1;41,6;4,19
937;1;29;2;48,2;4,2
938;0;27;2;35,5;4,21
939;0;27;2;28,6;4,21
940;0;29;1;27,8;4,21
941;1;30;1;18,8;4,21
942;0;33;1;32,6;4,21
943;0;40;2;151;4,21
944;0;43;1;30,1;4,21
945;0;32;1;54,4;4,22
946;0;45;2;284,1;4,22
947;1;20;1;13,4;4,23
948;0;24;1;15,2;4,23
949;0;33;1;57,8;4,23
950;0;33;2;26,5;4,24
951;0;38;1;73,1;4,24
952;0;45;2;46,7;4,24
953;0;46;1;71;4,24
954;0;25;1;23,7;4,25
955;0;35;2;36,7;4,25
956;0;37;2;49,9;4,25
957;0;41;2;29,6;4,25
958;0;49;1;120,6;4,25
959;0;51;1;433;4,25
960;0;37;1;93,8;4,26
961;0;45;1;71,4;4,26
962;0;46;1;52,3;4,26
963;1;21;1;26,2;4,27
964;1;29;2;30,4;4,27
965;0;28;1;26,6;4,28
966;0;45;1;28,1;4,28
967;0;36;2;21,4;4,29
968;0;40;1;37,2;4,29
969;0;27;2;21,5;4,3
970;0;39;2;87;4,3
971;0;43;1;18,7;4,3
972;0;48;1;35,1;4,3
973;0;27;1;17;4,31
974;0;44;1;64,3;4,31
975;0;24;2;24;4,32
976;0;26;1;17,6;4,32
977;0;40;1;70;4,32
978;0;45;2;70,5;4,32
979;0;39;1;29,4;4,33
980;0;52;1;27,5;4,33
981;1;23;2;34,7;4,34
982;0;30;1;17,4;4,34
983;0;34;1;29,2;4,34
984;0;34;2;28,9;4,34
985;0;42;1;22,9;4,34
986;0;33;2;77,6;4,35
987;1;40;2;36,7;4,35
988;0;43;1;37;4,35
989;0;46;1;53,6;4,35
990;0;27;1;18,7;4,36
991;0;32;1;22,3;4,36
992;0;37;1;21,4;4,36
993;0;37;1;33,3;4,36
994;0;40;2;175,8;4,36
995;0;41;1;25;4,36
996;0;29;2;28,2;4,37
997;0;38;1;44,7;4,37
998;0;35;3;34,2;4,38
999;0;40;2;74,3;4,38
1000;0;43;1;30,2;4,38
1001;1;22;1;25,6;4,39
1002;0;26;1;24,6;4,39
1003;0;35;1;31,5;4,39
1004;0;49;1;78,3;4,39
1005;0;29;1;30,3;4,4
1006;1;26;3;41,6;4,41
1007;1;47;2;106,1;4,41
1008;0;38;2;41,1;4,42
1009;0;39;1;61,1;4,42
1010;0;27;1;26,2;4,43
1011;0;41;3;54,3;4,43
1012;1;28;3;73,5;4,44
1013;0;33;2;41,6;4,44
1014;0;40;1;32,1;4,44
1015;0;42;1;65,3;4,44
1016;0;46;2;47,2;4,44
1017;0;26;1;41,9;4,45
1018;0;35;1;43,6;4,45
1019;1;40;2;44,8;4,45
1020;1;40;2;80,7;4,45
1021;0;47;1;41,6;4,45
1022;0;28;1;20,9;4,46
1023;1;29;1;36,1;4,46
1024;1;32;3;93,9;4,46
1025;0;35;2;53,7;4,46
1026;0;39;1;32,2;4,46
1027;0;46;2;88,4;4,46
1028;0;30;1;37,5;4,47
1029;0;48;2;37,3;4,47
1030;0;22;2;26,5;4,48
1031;0;34;2;26,1;4,48
1032;0;41;3;54,7;4,48
1033;0;43;2;27,5;4,48
1034;0;45;3;150,4;4,48
1035;0;27;1;21,1;4,49
1036;0;45;1;22,9;4,49
1037;0;34;1;28,6;4,5
1038;0;21;2;25,3;4,51
1039;0;27;1;20,4;4,51
1040;0;29;1;21,8;4,51
1041;1;30;1;39,9;4,51
1042;0;38;1;47,2;4,51
1043;0;49;3;149,7;4,51
1044;0;54;2;148,1;4,51
1045;0;55;2;152,6;4,51
1046;0;38;1;85,5;4,52
1047;0;43;1;33,8;4,52
1048;0;21;1;20,4;4,53
1049;0;24;2;27,2;4,53
1050;1;27;3;64,1;4,53
1051;0;31;2;28,2;4,53
1052;0;44;2;135,9;4,53
1053;0;21;1;17,8;4,54
1054;1;29;1;29;4,54
1055;0;34;1;22,6;4,54
1056;0;38;1;44,4;4,54
1057;1;28;2;51,7;4,55
1058;0;28;2;28,8;4,55
1059;0;46;1;176,3;4,55
1060;0;27;2;30,8;4,56
1061;0;30;2;37,3;4,56
1062;0;34;1;29,6;4,56
1063;0;35;1;39,9;4,56
1064;0;36;1;32;4,56
1065;0;50;1;71;4,56
1066;0;30;1;38,6;4,57
1067;0;37;1;47,2;4,57
1068;0;39;2;35,8;4,58
1069;1;40;1;29,4;4,58
1070;0;42;1;41,9;4,58
1071;0;45;2;150;4,58
1072;0;49;2;153,3;4,58
1073;0;24;1;27,3;4,59
1074;0;26;3;48,7;4,59
1075;0;28;2;40,6;4,6
1076;0;33;2;70,8;4,6
1077;0;39;2;33,3;4,6
1078;0;40;2;34,9;4,6
1079;0;43;1;16,9;4,6
1080;0;33;2;38,5;4,61
1081;0;39;2;172,7;4,61
1082;0;46;1;36,5;4,61
1083;0;50;2;36,9;4,61
1084;1;30;2;20;4,62
1085;0;33;3;26,4;4,62
1086;1;38;3;67,4;4,62
1087;0;40;1;25,7;4,62
1088;0;29;1;25,2;4,63
1089;0;32;1;24,4;4,63
1090;0;34;1;27,4;4,63
1091;0;35;1;30,7;4,63
1092;0;37;1;44,5;4,63
1093;0;45;1;62,5;4,63
1094;0;29;1;28,4;4,64
1095;0;38;2;34,4;4,64
1096;0;40;2;52,6;4,64
1097;0;43;3;17,8;4,64
1098;0;44;2;135;4,64
1099;1;47;1;30;4,64
1100;0;54;1;79;4,64
1101;1;23;2;23,5;4,65
1102;0;38;2;45,8;4,65
1103;0;49;1;26,3;4,65
1104;0;50;1;53,1;4,65
1105;0;20;1;15,2;4,66
1106;0;42;2;97,6;4,66
1107;0;51;2;72,8;4,66
1108;0;40;2;52,9;4,67
1109;0;42;2;23,4;4,67
1110;0;45;2;116,5;4,67
1111;0;47;1;53,3;4,67
1112;0;22;1;18,4;4,68
1113;0;32;1;50,6;4,68
1114;0;35;1;27,5;4,68
1115;0;43;1;24,6;4,68
1116;0;29;1;46,9;4,69
1117;0;29;2;25,9;4,69
1118;0;31;2;50,5;4,7
1119;0;35;1;20,5;4,7
1120;0;38;1;64,2;4,7
1121;0;25;2;24,7;4,71
1122;0;27;2;22,7;4,71
1123;0;35;1;25,4;4,71
1124;0;41;1;46,8;4,71
1125;0;24;2;32,3;4,72
1126;0;30;1;19,3;4,72
1127;0;31;2;37,9;4,72
1128;0;37;1;21,2;4,72
1129;0;39;1;37,9;4,72
1130;0;28;2;27;4,73
1131;0;30;1;47,5;4,73
1132;1;35;1;29,3;4,73
1133;0;43;2;43,7;4,73
1134;0;54;1;165,6;4,73
1135;1;28;2;30,2;4,74
1136;0;38;1;32,6;4,74
1137;0;39;1;68,5;4,74
1138;0;23;2;28,6;4,75
1139;0;26;2;27,1;4,75
1140;0;30;1;20,4;4,75
1141;0;43;1;34,8;4,75
1142;1;25;1;15,4;4,76
1143;0;30;2;22,6;4,76
1144;0;33;2;22,1;4,76
1145;0;35;2;110;4,76
1146;0;37;2;125,1;4,76
1147;0;39;2;75,1;4,76
1148;0;27;3;19,4;4,77
1149;0;42;1;21,7;4,77
1150;1;24;1;20,2;4,78
1151;0;49;2;88,7;4,78
1152;0;50;2;97,6;4,78
1153;0;31;2;34,2;4,79
1154;0;42;1;24,1;4,79
1155;0;49;1;43,9;4,8
1156;0;30;1;27,3;4,81
1157;0;29;2;26;4,82
1158;0;29;3;15,5;4,82
1159;0;31;1;25,4;4,82
1160;1;45;2;47,3;4,82
1161;1;31;3;48,8;4,83
1162;0;48;2;142,6;4,83
1163;0;50;3;226,5;4,83
1164;1;21;1;16,5;4,84
1165;0;21;1;18,3;4,84
1166;0;34;1;37,3;4,84
1167;0;34;2;30,4;4,84
1168;0;28;1;17,8;4,85
1169;0;30;1;24,9;4,85
1170;0;47;2;60,5;4,85
1171;0;23;1;27,3;4,86
1172;0;33;1;17,5;4,86
1173;0;43;2;79,6;4,86
1174;0;21;1;15,3;4,87
1175;0;29;2;88,4;4,87
1176;0;30;2;25,9;4,87
1177;0;35;2;39,7;4,87
1178;0;40;2;53;4,87
1179;0;42;1;24,5;4,87
1180;0;29;1;15,9;4,88
1181;1;30;1;18,6;4,88
1182;1;30;1;28,3;4,88
1183;1;31;1;32,6;4,88
1184;0;34;3;33,7;4,88
1185;0;42;1;20;4,88
1186;1;21;1;17,5;4,89
1187;0;34;1;23,1;4,89
1188;0;29;1;19,4;4,9
1189;1;31;1;28;4,9
1190;0;35;2;48,4;4,9
1191;1;23;2;36,6;4,91
1192;0;32;1;47,9;4,91
1193;0;36;1;79;4,91
1194;1;22;2;17,2;4,92
1195;0;25;2;21,8;4,92
1196;0;28;2;30,1;4,92
1197;0;30;1;47,4;4,92
1198;0;31;1;38,7;4,92
1199;0;32;1;52,5;4,92
1200;1;27;1;20,7;4,93
1201;0;31;2;20,4;4,93
1202;0;44;1;38,7;4,93
1203;0;25;1;17,8;4,94
1204;0;34;2;26,3;4,94
1205;0;36;1;39,8;4,94
1206;0;45;2;74,3;4,94
1207;1;27;3;86,1;4,95
1208;0;27;2;38,7;4,95
1209;0;37;1;40;4,95
1210;1;31;2;25,2;4,96
1211;0;38;2;27,6;4,96
1212;0;26;1;25,4;4,97
1213;0;27;3;39,1;4,97
1214;0;30;2;24,3;4,97
1215;0;33;1;20,5;4,97
1216;0;33;1;28;4,97
1217;0;35;1;65,9;4,97
1218;0;47;1;20;4,97
1219;1;29;2;32,1;4,98
1220;0;30;1;35,2;4,98
1221;0;36;2;44,9;4,98
1222;1;45;2;34,8;4,98
1223;0;33;1;28,2;4,99
1224;0;39;3;31,1;4,99
1225;0;24;2;31,1;5
1226;0;25;2;22,7;5
1227;1;26;1;29,1;5
1228;1;28;2;16,3;5
1229;0;29;1;16,2;5
1230;0;30;2;16,3;5,01
1231;0;37;1;78,9;5,01
1232;0;38;1;28,1;5,01
1233;0;38;2;57,4;5,01
1234;0;25;2;28;5,02
1235;0;25;2;54,5;5,02
1236;0;35;1;65,8;5,02
1237;0;41;2;34,8;5,02
1238;0;32;1;29,4;5,03
1239;0;39;1;28,1;5,03
1240;0;42;1;50,2;5,03
1241;0;45;1;70,1;5,03
1242;0;22;1;26,7;5,04
1243;0;23;1;31,1;5,04
1244;0;32;1;23;5,04
1245;0;33;2;30,4;5,04
1246;0;37;1;33,1;5,04
1247;0;50;2;84,7;5,04
1248;1;20;2;14,7;5,05
1249;1;26;1;15,9;5,05
1250;0;27;2;57,2;5,05
1251;0;42;2;69,7;5,05
1252;0;31;1;32,8;5,06
1253;1;32;2;34;5,06
1254;0;32;1;54,1;5,06
1255;0;32;2;28,6;5,06
1256;0;23;1;14,5;5,07
1257;0;26;1;17,3;5,07
1258;0;26;2;18,8;5,07
1259;0;31;1;37,6;5,07
1260;0;36;1;35,2;5,07
1261;1;26;3;28,1;5,08
1262;0;35;3;73,3;5,08
1263;0;36;1;38,3;5,08
1264;0;39;1;30,4;5,08
1265;0;52;1;324,6;5,08
1266;1;22;1;19,2;5,09
1267;0;25;2;21,1;5,09
1268;0;32;1;29,4;5,1
1269;0;38;2;59,1;5,1
1270;0;41;2;168,7;5,1
1271;0;43;1;60,7;5,1
1272;0;48;2;32,1;5,1
1273;0;47;2;66,4;5,11
1274;0;51;3;330,7;5,11
1275;0;21;1;21;5,12
1276;0;39;1;17,2;5,12
1277;0;42;1;25,6;5,12
1278;0;48;1;18,8;5,12
1279;0;49;1;100,4;5,12
1280;0;36;1;38,8;5,13
1281;0;29;1;24,5;5,14
1282;0;34;2;62,5;5,14
1283;0;46;1;32,4;5,14
1284;0;37;1;29,5;5,15
1285;0;40;1;28,3;5,15
1286;0;47;2;160;5,15
1287;0;30;2;56,1;5,16
1288;0;26;3;65;5,18
1289;0;33;1;46,8;5,18
1290;0;42;1;71,3;5,18
1291;0;31;1;26,8;5,19
1292;1;32;3;35,3;5,19
1293;0;34;1;26,4;5,19
1294;0;37;2;32,6;5,19
1295;0;41;2;82,1;5,19
1296;1;45;1;39,3;5,19
1297;0;46;2;58,2;5,19
1298;0;52;1;98,4;5,19
1299;0;27;1;22,2;5,21
1300;0;33;1;40,9;5,21
1301;0;35;1;18,9;5,21
1302;0;36;1;37,2;5,21
1303;0;30;1;35,9;5,22
1304;0;25;1;21,1;5,23
1305;1;34;1;31,4;5,23
1306;0;37;2;34;5,23
1307;0;38;1;31,7;5,23
1308;1;26;2;27,5;5,24
1309;0;40;1;33,9;5,24
1310;0;45;1;50,4;5,24
1311;0;47;1;19,3;5,24
1312;0;27;2;39,1;5,25
1313;0;33;3;61,9;5,25
1314;0;43;2;42,3;5,25
1315;1;23;2;24,9;5,26
1316;0;24;1;18,9;5,26
1317;0;29;1;22,4;5,26
1318;0;31;1;27,9;5,26
1319;0;39;1;55,1;5,26
1320;0;37;1;48,1;5,27
1321;0;49;1;41,5;5,27
1322;0;25;1;21,3;5,28
1323;0;25;2;20,8;5,28
1324;0;28;2;20,5;5,28
1325;0;28;3;41,2;5,28
1326;0;32;1;34,5;5,28
1327;1;36;2;48,1;5,28
1328;0;43;2;127,2;5,28
1329;1;25;1;34,5;5,29
1330;0;26;1;27,5;5,29
1331;0;28;1;27,5;5,29
1332;0;33;1;37,8;5,29
1333;0;35;1;61,7;5,29
1334;0;37;2;21,7;5,29
1335;0;44;1;58,9;5,29
1336;0;48;1;50,3;5,29
1337;0;24;2;18;5,3
1338;0;30;1;26,8;5,3
1339;0;27;1;19,1;5,31
1340;0;32;1;19;5,31
1341;0;33;1;27,3;5,31
1342;0;39;1;23,2;5,31
1343;0;44;2;247;5,32
1344;0;22;1;16;5,33
1345;0;26;2;33,4;5,33
1346;0;42;1;91,8;5,33
1347;0;49;1;32,4;5,33
1348;0;30;1;26,2;5,34
1349;0;30;1;29,7;5,34
1350;0;36;2;28,1;5,34
1351;0;44;1;94;5,34
1352;0;46;2;38,5;5,34
1353;0;38;1;63,8;5,35
1354;1;25;3;37,5;5,36
1355;0;33;1;47,8;5,36
1356;0;42;2;54;5,36
1357;0;43;2;99,8;5,36
1358;0;22;2;13,5;5,37
1359;0;28;2;24;5,37
1360;0;34;1;23,9;5,38
1361;0;36;2;29,1;5,38
1362;0;36;2;36,4;5,38
1363;0;36;1;27,6;5,39
1364;0;41;1;30,6;5,39
1365;0;34;1;24,1;5,4
1366;0;35;2;30,3;5,4
1367;0;41;2;17,2;5,4
1368;0;41;3;63,3;5,4
1369;1;45;1;28,4;5,4
1370;0;50;1;36,9;5,4
1371;1;26;1;19,8;5,41
1372;0;26;1;24,4;5,41
1373;1;21;2;30;5,42
1374;0;28;2;33,1;5,43
1375;0;31;1;39,3;5,43
1376;0;42;1;22,8;5,43
1377;0;44;2;91,3;5,43
1378;0;45;1;91,7;5,43
1379;0;53;2;69,1;5,43
1380;1;54;2;253,6;5,43
1381;1;24;2;22,3;5,44
1382;1;25;3;25,7;5,44
1383;1;29;1;14,7;5,44
1384;0;29;2;23,5;5,44
1385;0;33;2;48,8;5,44
1386;0;39;1;55,1;5,44
1387;0;27;2;18,4;5,45
1388;0;30;1;19,4;5,45
1389;0;37;1;18,7;5,45
1390;0;30;1;22,7;5,46
1391;0;36;1;33,1;5,46
1392;0;38;1;49;5,46
1393;0;51;2;145,6;5,46
1394;0;22;1;20,4;5,47
1395;0;29;1;20,3;5,47
1396;0;37;1;38,7;5,47
1397;0;39;3;22,8;5,47
1398;1;41;1;26,8;5,47
1399;0;28;2;38,5;5,48
1400;0;33;2;27;5,48
1401;0;37;1;27,4;5,48
1402;0;28;3;42,6;5,49
1403;0;31;1;26,3;5,49
1404;0;36;1;14,8;5,49
1405;0;40;1;32,6;5,49
1406;0;43;1;52,7;5,49
1407;1;25;2;20,2;5,5
1408;0;33;1;42,9;5,5
1409;0;33;2;30;5,5
1410;0;34;1;22,3;5,5
1411;0;26;2;23,5;5,51
1412;1;27;2;63,9;5,51
1413;1;29;1;16,1;5,51
1414;0;31;1;19,8;5,51
1415;0;43;1;35;5,51
1416;0;44;1;44,3;5,51
1417;0;25;1;19,3;5,52
1418;0;28;1;36,2;5,52
1419;0;29;1;20;5,52
1420;0;37;1;36,1;5,52
1421;1;38;1;25,2;5,52
1422;0;41;2;22,5;5,53
1423;0;44;1;20,3;5,53
1424;1;25;2;27,2;5,54
1425;1;36;2;112,3;5,54
1426;1;45;2;31,2;5,54
1427;0;33;1;37;5,55
1428;0;34;2;22,6;5,55
1429;0;49;2;107,6;5,55
1430;1;29;2;37,2;5,56
1431;0;36;2;116,3;5,56
1432;0;37;2;50,5;5,56
1433;0;22;1;15,8;5,57
1434;0;30;1;53,1;5,57
1435;0;48;1;90,7;5,57
1436;0;48;2;40,2;5,57
1437;1;22;2;18,8;5,58
1438;0;34;1;29,1;5,58
1439;1;32;2;37;5,59
1440;1;24;1;21,2;5,6
1441;0;27;1;32,4;5,6
1442;0;28;1;39,9;5,6
1443;0;29;2;27;5,6
1444;0;33;2;27,4;5,6
1445;0;43;1;74;5,6
1446;0;55;1;32,4;5,61
1447;1;39;1;20,9;5,62
1448;0;42;1;23;5,63
1449;0;50;1;74,4;5,64
1450;0;37;2;73,1;5,65
1451;1;39;1;29,8;5,65
1452;0;40;2;32,4;5,65
1453;0;42;1;66,1;5,65
1454;0;31;1;26,7;5,66
1455;0;37;1;32,4;5,66
1456;0;43;2;104,5;5,66
1457;1;36;2;65,1;5,67
1458;0;37;1;30,1;5,67
1459;0;43;1;29,5;5,67
1460;0;55;1;199,7;5,67
1461;1;28;1;19,6;5,68
1462;0;36;1;52,3;5,68
1463;0;38;2;31,2;5,68
1464;0;39;1;62,8;5,68
1465;0;26;1;21;5,69
1466;1;33;2;34,3;5,69
1467;0;35;1;21,3;5,69
1468;0;40;1;57,6;5,69
1469;0;51;2;212,3;5,69
1470;0;25;1;27,5;5,7
1471;1;26;2;25,5;5,7
1472;0;30;1;24,1;5,7
1473;0;39;1;37;5,7
1474;1;22;2;14,4;5,71
1475;0;24;1;18,2;5,71
1476;1;28;1;18,9;5,71
1477;1;41;1;18,6;5,71
1478;0;41;2;83,7;5,71
1479;0;29;2;13,7;5,73
1480;0;32;1;40,2;5,73
1481;0;49;1;55,7;5,73
1482;0;54;1;88,2;5,73
1483;1;24;1;20;5,74
1484;1;39;1;67,7;5,74
1485;0;20;1;15,9;5,75
1486;0;25;1;19,9;5,75
1487;1;26;1;14;5,75
1488;1;30;3;53,5;5,76
1489;0;32;1;28,1;5,76
1490;0;33;1;17,9;5,76
1491;0;43;1;35,1;5,76
1492;0;51;2;130,7;5,76
1493;0;27;2;52,6;5,77
1494;0;30;1;25,7;5,77
1495;0;30;1;36,1;5,77
1496;0;33;1;37,6;5,77
1497;0;38;2;31,6;5,77
1498;0;41;2;30,3;5,77
1499;0;44;2;89,5;5,77
1500;0;36;1;47,3;5,78
1501;0;44;1;32;5,78
1502;0;49;1;151,3;5,78
1503;0;52;1;33,1;5,78
1504;1;22;1;15,8;5,79
1505;1;24;1;20,4;5,79
1506;0;24;1;15,3;5,79
1507;1;25;1;28,7;5,79
1508;0;44;1;112,5;5,79
1509;0;47;2;50,8;5,79
1510;0;48;2;32;5,8
1511;0;50;1;114,4;5,8
1512;1;32;2;23,2;5,81
1513;0;35;2;55,1;5,81
1514;0;50;1;46,3;5,81
1515;0;30;3;49,5;5,82
1516;0;32;2;21,5;5,82
1517;0;36;2;17;5,82
1518;0;38;2;42,9;5,82
1519;0;39;1;47;5,82
1520;0;24;3;28,6;5,83
1521;0;39;1;40,9;5,84
1522;0;39;1;51,3;5,84
1523;1;22;1;15,5;5,85
1524;0;32;2;67,5;5,85
1525;0;32;2;33,7;5,86
1526;0;41;2;86,1;5,86
1527;0;45;1;59,1;5,86
1528;0;22;2;17;5,87
1529;0;24;1;20,3;5,87
1530;0;44;1;165;5,87
1531;0;53;1;131,7;5,87
1532;1;24;1;14;5,88
1533;0;29;2;23,1;5,88
1534;0;36;1;42,8;5,88
1535;0;22;1;18,2;5,89
1536;0;33;1;17,1;5,9
1537;0;34;2;45,6;5,9
1538;0;37;2;38,5;5,9
1539;0;43;2;54,2;5,9
1540;0;52;1;47,8;5,9
1541;0;53;2;414,2;5,9
1542;0;33;2;32,8;5,91
1543;0;40;1;47,4;5,91
1544;1;24;3;16,7;5,92
1545;0;35;2;48,5;5,93
1546;0;37;1;23,3;5,93
1547;0;40;1;105,6;5,93
1548;0;41;1;30,9;5,93
1549;0;42;1;18,8;5,93
1550;0;25;1;29,1;5,94
1551;0;27;2;29,8;5,94
1552;0;32;1;27;5,94
1553;0;52;2;29,5;5,94
1554;0;33;1;59,4;5,95
1555;0;42;2;38,5;5,95
1556;0;52;1;49,2;5,95
1557;0;43;2;90,5;5,97
1558;1;35;2;34,8;5,98
1559;0;40;2;26,1;5,98
1560;0;42;3;27,5;5,98
1561;0;30;1;26,6;5,99
1562;0;39;1;96,3;5,99
1563;0;41;1;29,1;5,99
1564;0;35;1;39,8;6
1565;0;32;2;41,2;6,01
1566;0;40;2;49,9;6,01
1567;0;40;2;117,5;6,01
1568;0;43;1;75,3;6,01
1569;0;35;1;21,8;6,02
1570;0;50;1;151,7;6,02
1571;0;51;3;113,8;6,02
1572;0;47;1;204,7;6,03
1573;1;48;2;64,6;6,03
1574;0;31;2;103,3;6,04
1575;0;28;1;17,1;6,05
1576;0;33;2;33,1;6,05
1577;0;28;1;18,1;6,06
1578;0;30;1;20,6;6,06
1579;0;35;1;57,4;6,06
1580;0;43;2;53,4;6,06
1581;0;21;1;19,6;6,07
1582;0;43;2;87,3;6,07
1583;0;51;2;146,7;6,07
1584;0;56;1;23,4;6,07
1585;1;24;2;22;6,08
1586;0;28;2;24,4;6,08
1587;0;31;2;42,5;6,08
1588;0;36;2;50,4;6,08
1589;0;41;2;71,1;6,08
1590;1;26;2;20;6,09
1591;0;26;2;23,9;6,09
1592;0;29;1;20,7;6,1
1593;0;39;1;41,4;6,1
1594;0;43;1;23,8;6,1
1595;0;32;2;31,9;6,11
1596;0;34;1;63,5;6,11
1597;0;48;2;30,9;6,11
1598;0;27;1;34,1;6,13
1599;0;32;1;83,7;6,13
1600;0;46;3;53,8;6,13
1601;0;23;1;20,1;6,14
1602;0;39;2;43;6,14
1603;0;23;1;25,8;6,15
1604;1;28;3;71,7;6,15
1605;1;29;1;29,4;6,15
1606;0;29;2;26,1;6,15
1607;1;31;1;43;6,15
1608;0;27;1;30,4;6,16
1609;1;29;1;21,2;6,16
1610;0;39;3;68,9;6,16
1611;0;45;1;46,3;6,16
1612;0;26;1;26;6,17
1613;0;37;2;132,4;6,17
1614;0;41;3;96,4;6,17
1615;0;46;2;31,7;6,17
1616;0;20;1;19,5;6,18
1617;1;28;1;25,1;6,18
1618;0;33;2;54,4;6,18
1619;1;35;1;28,2;6,18
1620;0;20;1;15,3;6,19
1621;1;21;1;16,3;6,19
1622;0;28;1;34,5;6,19
1623;0;39;2;60,4;6,19
1624;0;44;2;91,1;6,19
1625;0;31;1;26,6;6,2
1626;0;35;2;19,3;6,2
1627;0;37;1;51;6,2
1628;0;49;2;58,2;6,2
1629;0;38;1;70,5;6,21
1630;0;39;1;45,7;6,21
1631;0;42;1;103,8;6,21
1632;0;44;2;112,6;6,21
1633;0;28;1;23,7;6,22
1634;0;39;2;42,2;6,22
1635;1;45;2;60,9;6,22
1636;0;39;1;31,4;6,23
1637;0;43;2;120,7;6,23
1638;0;49;2;34,9;6,23
1639;1;23;2;52,1;6,24
1640;0;29;2;38,9;6,24
1641;0;39;1;43,1;6,24
1642;0;41;1;57,2;6,24
1643;0;26;2;19,8;6,25
1644;0;28;2;35,1;6,25
1645;0;39;1;22,6;6,25
1646;0;42;1;42,5;6,25
1647;0;52;1;69,7;6,26
1648;0;24;1;18;6,27
1649;0;25;2;21,5;6,27
1650;0;27;1;42,3;6,27
1651;0;39;2;82,2;6,27
1652;0;43;1;57,2;6,27
1653;0;46;2;171,9;6,27
1654;1;23;3;28,2;6,28
1655;0;30;2;79;6,28
1656;0;37;1;58,3;6,28
1657;0;38;1;36,3;6,28
1658;0;28;1;28,1;6,29
1659;0;33;1;37,3;6,29
1660;0;39;2;183,9;6,29
1661;0;40;2;48,5;6,29
1662;0;46;2;85,8;6,29
1663;0;42;2;42,8;6,3
1664;0;29;1;26,7;6,31
1665;0;34;2;45,9;6,31
1666;0;43;3;28,7;6,31
1667;0;51;1;55,6;6,31
1668;0;25;1;30,9;6,32
1669;0;27;2;31,3;6,32
1670;0;45;3;58,6;6,32
1671;0;28;1;23;6,33
1672;0;29;2;16,7;6,33
1673;0;36;1;27,4;6,33
1674;0;36;2;101,5;6,33
1675;0;31;1;40,1;6,34
1676;0;32;1;39,2;6,34
1677;0;40;1;24,6;6,34
1678;0;48;3;35,4;6,34
1679;1;29;2;15,3;6,35
1680;0;31;2;74,4;6,35
1681;0;33;3;85,7;6,35
1682;0;48;2;74,5;6,35
1683;0;49;2;246,6;6,35
1684;0;28;2;16,6;6,36
1685;0;29;1;51,7;6,36
1686;1;33;1;27,4;6,36
1687;0;36;2;78;6,36
1688;0;43;2;68,7;6,36
1689;0;44;1;63;6,36
1690;1;30;2;31,2;6,37
1691;1;41;1;32,8;6,37
1692;0;38;1;29,7;6,38
1693;0;43;1;106,7;6,38
1694;1;51;1;35,7;6,38
1695;0;27;1;29,7;6,39
1696;0;36;1;23,2;6,39
1697;0;41;1;62;6,39
1698;0;48;2;128,2;6,39
1699;0;54;1;333,8;6,39
1700;0;26;2;28,9;6,4
1701;0;33;2;45,7;6,4
1702;0;48;1;37,5;6,4
1703;0;34;2;33,3;6,41
1704;0;34;3;39,3;6,41
1705;1;27;2;51,6;6,42
1706;0;28;2;43,1;6,43
1707;0;35;1;21,9;6,43
1708;0;43;2;23,2;6,43
1709;0;45;1;48,8;6,43
1710;0;48;1;130,9;6,43
1711;0;26;1;22,5;6,44
1712;0;41;1;39,4;6,44
1713;0;26;1;35,8;6,45
1714;0;30;1;46,7;6,45
1715;0;31;1;50,3;6,45
1716;0;34;1;41,1;6,45
1717;0;46;1;65;6,45
1718;0;25;1;20,5;6,46
1719;0;33;1;35;6,46
1720;0;34;1;21,3;6,46
1721;0;34;1;23,2;6,46
1722;0;39;1;19,7;6,46
1723;0;50;1;164,2;6,46
1724;0;25;1;28;6,47
1725;0;37;1;110,2;6,47
1726;0;47;1;45,5;6,47
1727;0;27;1;14;6,48
1728;1;33;1;31,9;6,48
1729;0;37;2;37,1;6,48
1730;0;37;2;47,5;6,48
